201730,1730,"SAV",14063.85,"NO ","YES","NO ","30011111111119","081000032"
101731,1731,"CHK",-136.00,"NO ","YES","YES",NULL,"122400724"
101732,1732,"LN ",2095.00,"NO ","YES","YES","30210111161229","064000020"
101733,1733,"CHK",6317.00,"YES","NO ","NO ","4024007121595481","123103716"
101734,1734,"CHK",16630.00,"YES","NO ","NO ","4146-6643-9004-5458","051000017"
101735,1735,"CHK",12351.90,"YES","YES","YES","3528-3095-1856-2063","122101706"
201735,1735,"SAV",10106.10,"YES","YES","YES","5169799091854334","124000737 "
101736,1736,"LN ",3248.00,"YES","NO ","YES","5169799091854334","011900571"
101737,1737,"CHK",4712.00,"NO ","YES","NO ",NULL,"122101706"
101738,1738,"CHK",9905.00,"NO ","YES","NO ","30111111161229","082000073"
101739,1739,"CHK",2945.00,"NO ","YES","NO ","30411111111111","125000024"
101740,1740,"SAV",433.95,"YES","YES","NO ","5580977968891503","124101555"
201740,1740,"CHK",355.05,"YES","YES","NO ","213130951856200","123103716"
101741,1741,"SAV",28988.00,"YES","YES","NO ","5383908528354962","053904483"
101742,1742,"SAV",1655.00,"YES","NO ","NO ","30510011111111","011200608"
101743,1743,"SAV",20493.00,"NO ","NO ","NO ","3530 1113 3330 0000","063100277"
101744,1744,"SAV",120045.00,"YES","NO ","NO ","4146-6643-9004-5458","125000574"
101745,1745,"SAV",20350.55,"NO ","YES","NO ","5169-7990-9185-4334","125000574"
201745,1745,"CHK",16650.45,"NO ","YES","NO ","378282246310005","011200608"
101746,1746,"SAV",643.00,"YES","NO ","NO ","4146664390045458","122400724"
101747,1747,"SAV",2799.00,"NO ","YES","YES","4146 6643 9004 5458","113000023"
101748,1748,"SAV",-68.00,"NO ","YES","YES","3528309518562063","111000025"
101749,1749,"SAV",15312.00,"NO ","YES","NO ","30210111161229","073000176"
101750,1750,"SAV",-22570.90,"NO ","YES","NO ","5520111111111121","113000023"
201750,1750,"CHK",-18467.10,"NO ","YES","NO ","30210111161229","021000322"
101751,1751,"SAV",4593.00,"NO ","YES","NO ","6011567891012132","051000017"
101752,1752,"SAV",24742.00,"YES","YES","NO ","30411111111111","011200365"
101753,1753,"SAV",1767.00,"NO ","YES","YES","6520224090045455","021000322"
101754,1754,"SAV",10912.00,"YES","YES","NO ","30310111161029","063000047"
101755,1755,"CHK",7513.55,"NO ","NO ","NO ","4024007121595481","071103619"
201755,1755,"SAV",6147.45,"NO ","NO ","NO ","30411111111111","011000138"
101756,1756,"LN ",305.00,"NO ","YES","YES","4146 6643 9004 5458","211672531"
101757,1757,"CHK",9293.00,"NO ","YES","NO ","4146-6643-9004-5458","011200365"
101758,1758,"CHK",24926.00,"NO ","YES","NO ",NULL,"125000024"
101759,1759,"SAV",612.00,"NO ","YES","YES","5285696282092972","123103716"
101760,1760,"SAV",-22293.70,"NO ","YES","YES","5383908528354962","061000052"
201760,1760,"CHK",-18240.30,"NO ","YES","YES",NULL,"011500010"
101782,1782,"CHK",34725.00,"YES","NO ","NO ",NULL,"123103716"
101783,1783,"SAV",46891.00,"NO ","YES","NO ","6220264390045758","051000017"
101784,1784,"SAV",9774.00,"NO ","NO ","NO ","5520111111111121","031202084"
101785,1785,"SAV",2560.80,"NO ","YES","YES",NULL,"081000032"
201785,1785,"CHK",2095.20,"NO ","YES","YES","6011567891012132","211672531"
101786,1786,"CHK",5386.00,"NO ","YES","YES","30210111161229","021000322"
101787,1787,"CHK",167996.00,"YES","NO ","NO ","30011111111119","123103716"
101788,1788,"LN ",-10354.00,"YES","YES","NO ","6011567891012132","031202084"
101789,1789,"CHK",2460.00,"NO ","YES","NO ","6220264390045758","031202084"
101790,1790,"CHK",5207.40,"NO ","YES","NO ","5462522444922689","101100045"
201790,1790,"SAV",4260.60,"NO ","YES","NO ","4024 0071 2159 5481","071214579"
101791,1791,"CHK",1185.00,"NO ","YES","NO ","38111111111119","051000017"
101792,1792,"SAV",3899.00,"YES","NO ","YES","30310111161029","307070267"
101793,1793,"SAV",43011.00,"YES","YES","NO ","38111111111119","064000020"
101794,1794,"SAV",33201.00,"YES","NO ","NO ","6220264390045758","123103716"
101795,1795,"SAV",785.95,"YES","YES","YES","5580977968891503","051000017"
201795,1795,"CHK",643.05,"YES","YES","YES","4024007121595481","021200339"
101796,1796,"SAV",3494.00,"NO ","YES","YES",NULL,"211672531"
101797,1797,"SAV",31035.00,"NO ","YES","NO ","3528-3095-1856-2063","124000737 "
101798,1798,"SAV",54661.00,"YES","NO ","NO ","30310111161029","031202084"
101799,1799,"CHK",3430.00,"YES","NO ","NO ","4146 6643 9004 5458","021200339"
101800,1800,"LN ",27283.00,"YES","NO ","NO ","378282246310005","051000017"
101801,1801,"CHK",12430.00,"YES","NO ","NO ","3400 000000 00009","011500010"
101802,1802,"CHK",52519.00,"NO ","YES","NO ",NULL,"021300077"
101803,1803,"CHK",31844.00,"YES","NO ","NO ","5169-7990-9185-4334","053000196"
101804,1804,"LN ",7776.00,"YES","NO ","NO ","4024 0071 2159 5481","052001633"
101805,1805,"CHK",119499.05,"YES","YES","NO ","6520224090045455","125000574"
201805,1805,"SAV",97771.95,"YES","YES","NO ","4146-6643-9004-5458","101000035"
101806,1806,"CHK",3670.00,"NO ","YES","NO ","3530 1113 3330 0000","124000737 "
101807,1807,"CHK",5112.00,"YES","YES","NO ","6011567891012132","031202084"
101808,1808,"LN ",26941.00,"YES","YES","NO ","38111111111119","111000025"
101809,1809,"CHK",7729.00,"NO ","YES","YES","6520224090045455","011200608"
101810,1810,"SAV",2801.15,"YES","NO ","NO ","3400 000000 00009","123002011"
201810,1810,"CHK",2291.85,"YES","NO ","NO ","5520111111111121","123103716"
101811,1811,"SAV",12436.00,"NO ","YES","NO ","3400-000000-00009","054001204"
101812,1812,"SAV",5342.00,"YES","NO ","NO ","4024007121595481","073000176"
101813,1813,"SAV",20790.00,"NO ","YES","NO ","5580977968891503","011900571"
101814,1814,"SAV",2790.00,"YES","YES","NO ","3400 000000 00009","053904483"
101815,1815,"SAV",4640.35,"YES","YES","YES","30310111161029","125200879"
201815,1815,"CHK",3796.65,"YES","YES","YES","3530 1113 3330 0000","125000024"
101816,1816,"SAV",48186.00,"YES","YES","NO ","5520111111111121","063100277"
101817,1817,"CHK",-289.00,"NO ","YES","YES","30411111111111","081904808"
101818,1818,"CHK",9658.00,"YES","NO ","NO ","30310111161029","051000017"
101819,1819,"CHK",5574.00,"YES","YES","YES","340000000000009","031202084"
101820,1820,"LN ",9035.00,"YES","NO ","NO ","213130951856200","021300077"
101821,1821,"SAV",13032.00,"YES","NO ","NO ","180030951856201","113000023"
101822,1822,"SAV",6073.00,"YES","NO ","NO ","3400 000000 00009","113000023"
101823,1823,"SAV",1508.00,"YES","YES","YES",NULL,"123103716"
101824,1824,"SAV",-2125.00,"NO ","YES","NO ","5423111111111111","123103716"
101825,1825,"SAV",3182.30,"NO ","YES","YES","5520111111111121","124101555"
201825,1825,"CHK",2603.70,"NO ","YES","YES","5169-7990-9185-4334","081000032"
101826,1826,"SAV",20974.00,"NO ","YES","NO ","30310111161029","054001204"
101827,1827,"SAV",27658.00,"YES","YES","NO ","5423111111111111","051000017"
101828,1828,"SAV",10958.00,"YES","NO ","NO ","30210111161229","021200339"
101829,1829,"SAV",22716.00,"YES","YES","YES","6011567891012132","051000017"
101830,1830,"SAV",6700.10,"YES","YES","NO ","30011111111119","061000052"
201830,1830,"CHK",5481.90,"YES","YES","NO ","4146664390045458","011200365"
101831,1831,"SAV",14530.00,"YES","NO ","NO ","36111111111111","051000017"
101832,1832,"SAV",7581.00,"YES","YES","NO ","6011567891012132","021000322"
101833,1833,"SAV",14657.00,"YES","NO ","NO ","30111111161229","053000196"
101834,1834,"SAV",72172.00,"YES","NO ","NO ","4146664390045458","111000025"
101835,1835,"SAV",7300.70,"YES","YES","NO ","6520224090045455","011400495"
201835,1835,"CHK",5973.30,"YES","YES","NO ","30210111161229","103000017"
101836,1836,"SAV",3439.00,"NO ","YES","NO ","5580977968891503","011500010"
101837,1837,"SAV",75678.00,"NO ","YES","NO ","4024-0071-2159-5481","123103716"
101838,1838,"SAV",50759.00,"YES","NO ","NO ","6011567891012132","101000035"
101839,1839,"SAV",11288.00,"YES","YES","NO ","5462522444922689","121000358"
101840,1840,"SAV",6851.90,"NO ","YES","YES","5169799091854334","021000322"
201840,1840,"CHK",5606.10,"NO ","YES","YES","38111111111119","123103716"
101841,1841,"CHK",32730.00,"YES","YES","NO ","30111111161229","124000737 "
101842,1842,"CHK",17617.00,"YES","YES","NO ","340000000000009","031202084"
101843,1843,"CHK",43562.00,"YES","NO ","NO ","6220264390045758","307070267"
101844,1844,"LN ",14793.00,"YES","NO ","NO ","30210111161229","073000176"
101845,1845,"CHK",-1111.00,"NO ","YES","NO ","5169 7990 9185 4334","323070380"
201845,1845,"SAV",-909.00,"NO ","YES","NO ","4146 6643 9004 5458","041001039"
101761,1761,"SAV",28773.00,"YES","YES","NO ","6220264390045758","323070380"
101762,1762,"SAV",868.00,"NO ","YES","YES","4024 0071 2159 5481","051000017"
101763,1763,"SAV",10960.00,"YES","NO ","YES","4146 6643 9004 5458","051000017"
101764,1764,"SAV",78518.00,"YES","NO ","NO ","5520111111111121","121000358"
101765,1765,"SAV",-1110.45,"YES","YES","NO ","213130951856200","124101555"
201765,1765,"CHK",-908.55,"YES","YES","NO ","5169-7990-9185-4334","071103619"
101766,1766,"CHK",81057.00,"YES","NO ","NO ","4146 6643 9004 5458","125000574"
101767,1767,"CHK",11391.00,"YES","NO ","YES","5285696282092972","021200339"
101768,1768,"LN ",20133.00,"NO ","YES","YES","30011111111119","211672531"
101769,1769,"CHK",56712.00,"YES","YES","NO ","5580977968891503","021300077"
101770,1770,"SAV",12301.85,"YES","NO ","NO ","6220264390045758","011000138"
201770,1770,"CHK",10065.15,"YES","NO ","NO ",NULL,"021200339"
101771,1771,"SAV",1338.00,"YES","NO ","NO ","5423111111111111","122101706"
101772,1772,"SAV",6439.00,"NO ","YES","YES","3530 1113 3330 0000","107000327"
101773,1773,"SAV",1141.00,"NO ","YES","YES",NULL,"051000017"
101774,1774,"SAV",263.00,"NO ","YES","YES","6220264390045758","082000073"
101775,1775,"SAV",2537.15,"NO ","NO ","NO ","30310111161029","041001039"
201775,1775,"CHK",2075.85,"NO ","NO ","NO ","6220264390045758","071214579"
101776,1776,"SAV",9703.00,"YES","YES","NO ","340000000000009","081904808"
101777,1777,"SAV",17425.00,"YES","NO ","NO ","6520224090045455","073000176"
101778,1778,"SAV",12744.00,"YES","YES","NO ","4024007121595481","081904808"
101779,1779,"SAV",23874.00,"NO ","YES","NO ","5169-7990-9185-4334","063100277"
101780,1780,"SAV",5090.80,"NO ","YES","NO ","213130951856200","071000505"
201780,1780,"CHK",4165.20,"NO ","YES","NO ","30111111161229","081000032"
101781,1781,"CHK",38028.00,"YES","YES","NO ","5285696282092972","081904808"
101867,1867,"SAV",44469.00,"YES","NO ","NO ","5169-7990-9185-4334","111000025"
101868,1868,"SAV",43847.00,"YES","YES","NO ","213130951856200","011400495"
101869,1869,"SAV",4588.00,"NO ","NO ","NO ","6220264390045758","307070267"
101870,1870,"CHK",453.75,"YES","NO ","YES","4024 0071 2159 5481","121000358"
201870,1870,"SAV",371.25,"YES","NO ","YES",NULL,"071000505"
101871,1871,"CHK",83148.00,"YES","YES","NO ","3400-000000-00009","051000017"
101872,1872,"LN ",-87.00,"NO ","YES","YES","3400-000000-00009","053000196"
101873,1873,"SAV",14435.00,"YES","YES","NO ","4146 6643 9004 5458","073000176"
101874,1874,"SAV",6195.00,"NO ","YES","YES","378282246310005","071214579"
101875,1875,"SAV",75407.75,"YES","YES","NO ","5383908528354962","113000023"
201875,1875,"CHK",61697.25,"YES","YES","NO ","5580977968891503","063100277"
101876,1876,"LN ",19622.00,"NO ","NO ","NO ","4146664390045458","123103716"
101877,1877,"CHK",103796.00,"YES","NO ","NO ","5580977968891503","124000737 "
101878,1878,"CHK",13149.00,"NO ","NO ","NO ","38111111111119","011900571"
101879,1879,"CHK",988.00,"NO ","YES","NO ","30111111161229","123103716"
101880,1880,"LN ",2472.00,"NO ","YES","NO ",NULL,"107000327"
101881,1881,"CHK",3581.00,"NO ","YES","YES","6011567891012132","063100277"
101882,1882,"SAV",24710.00,"YES","NO ","NO ","5169799091854334","307070267"
101883,1883,"SAV",6717.00,"NO ","YES","NO ","5169-7990-9185-4334","011400495"
101884,1884,"SAV",5101.00,"NO ","NO ","NO ","4024007121595481","122101706"
101885,1885,"SAV",2182.95,"NO ","YES","NO ","378282246310005","021200339"
201885,1885,"CHK",1786.05,"NO ","YES","NO ","5462522444922689","103000017"
101886,1886,"CHK",12448.00,"NO ","YES","YES","6011567891012132","064000020"
101887,1887,"CHK",7257.00,"NO ","NO ","NO ","4024-0071-2159-5481","113000023"
101888,1888,"LN ",8497.00,"NO ","YES","YES","3400 000000 00009","101100045"
101889,1889,"CHK",7849.00,"NO ","YES","NO ","4146 6643 9004 5458","071103619"
101890,1890,"CHK",8812.10,"YES","NO ","NO ","4146664390045458","082000073"
201890,1890,"SAV",7209.90,"YES","NO ","NO ","30111111161229","122101706"
101891,1891,"CHK",5045.00,"YES","NO ","NO ",NULL,"021000322"
101892,1892,"LN ",10888.00,"YES","NO ","NO ",NULL,"071000505"
101893,1893,"CHK",7048.00,"NO ","YES","NO ","180030951856201","051000017"
101894,1894,"CHK",69219.00,"YES","NO ","NO ","4146664390045458","064000020"
101895,1895,"CHK",639.10,"YES","NO ","NO ","36111111111111","026009593"
201895,1895,"SAV",522.90,"YES","NO ","NO ","5285696282092972","011000138"
101896,1896,"LN ",6196.00,"YES","YES","YES","4024007121595481","073000176"
101897,1897,"CHK",1794.00,"NO ","YES","YES","30011111111119","011200608"
101898,1898,"CHK",20655.00,"YES","YES","NO ","4024-0071-2159-5481","103000017"
101899,1899,"CHK",716.00,"YES","YES","YES","5423111111111111","061000052"
101900,1900,"LN ",11446.00,"YES","NO ","NO ","4146 6643 9004 5458","125000574"
101901,1901,"CHK",28055.00,"NO ","YES","NO ","6520224090045455","052001633"
101902,1902,"SAV",9663.00,"YES","YES","NO ","4024007121595481","011400495"
101903,1903,"SAV",25633.00,"YES","NO ","NO ","4024 0071 2159 5481","071214579"
101904,1904,"SAV",4157.00,"YES","NO ","NO ","213130951856200","124101555"
101905,1905,"SAV",8797.25,"NO ","YES","NO ","3528309518562063","011500010"
201905,1905,"CHK",7197.75,"NO ","YES","NO ","3400 000000 00009","124101555"
101906,1906,"CHK",4302.00,"NO ","YES","YES","36111111111111","011200608"
101907,1907,"CHK",2471.00,"NO ","YES","NO ","38111111111119","101000035"
101908,1908,"LN ",9039.00,"YES","NO ","NO ","4146-6643-9004-5458","011500010"
101909,1909,"CHK",8271.00,"YES","NO ","NO ","4146 6643 9004 5458","081904808"
101910,1910,"CHK",8159.25,"YES","YES","NO ","5423111111111111","113000023"
201910,1910,"SAV",6675.75,"YES","YES","NO ","3400-000000-00009","052001633"
101911,1911,"CHK",35291.00,"YES","YES","NO ","5169-7990-9185-4334","021000322"
101912,1912,"LN ",51939.00,"YES","YES","NO ","30411111111111","125000574"
101913,1913,"CHK",3797.00,"YES","NO ","YES","180030951856201","125000574"
101914,1914,"SAV",12688.00,"YES","NO ","NO ","3528309518562063","125000574"
101915,1915,"SAV",2777.50,"NO ","YES","NO ","30510011111111","071214579"
201915,1915,"CHK",2272.50,"NO ","YES","NO ",NULL,"041001039"
101916,1916,"SAV",9113.00,"YES","NO ","NO ","5462522444922689","011500010"
101917,1917,"SAV",877.00,"NO ","YES","YES","30011111111119","031202084"
101918,1918,"SAV",-6068.00,"NO ","YES","NO ","4024007121595481","053000196"
101919,1919,"SAV",2149.00,"NO ","YES","YES","5285696282092972","051000017"
101920,1920,"SAV",435.05,"YES","YES","YES","180030951856201","071214579"
201920,1920,"CHK",355.95,"YES","YES","YES","3530 1113 3330 0000","082000073"
101921,1921,"SAV",7985.00,"YES","YES","NO ","30011111111119","051000017"
101922,1922,"SAV",14118.00,"YES","NO ","NO ","5423111111111111","063100277"
101923,1923,"SAV",5773.00,"YES","YES","YES","5169-7990-9185-4334","061000052"
101924,1924,"LN ",-42.00,"NO ","YES","YES","5169 7990 9185 4334","081000032"
101925,1925,"CHK",31243.30,"YES","YES","NO ","5169 7990 9185 4334","124101555"
201925,1925,"SAV",25562.70,"YES","YES","NO ","3400 000000 00009","053000196"
101926,1926,"CHK",50434.00,"YES","YES","NO ","30310111161029","054001204"
101927,1927,"CHK",37754.00,"YES","YES","NO ","4146-6643-9004-5458","051000017"
101928,1928,"SAV",28840.00,"YES","NO ","NO ","30210111161229","053904483"
101929,1929,"SAV",3172.00,"NO ","YES","NO ","5520111111111121","073000176"
101930,1930,"SAV",9879.10,"NO ","NO ","NO ","30011111111119","061000052"
201930,1930,"CHK",8082.90,"NO ","NO ","NO ","30411111111111","071000505"
101846,1846,"SAV",285.00,"NO ","YES","YES",NULL,"011000138"
101847,1847,"SAV",863.00,"NO ","NO ","NO ",NULL,"053904483"
101848,1848,"SAV",23231.00,"NO ","YES","NO ",NULL,"061000052"
101849,1849,"SAV",28070.00,"YES","YES","NO ","4024 0071 2159 5481","081000032"
101850,1850,"SAV",19819.80,"YES","NO ","NO ","3400-000000-00009","122101706"
201850,1850,"CHK",16216.20,"YES","NO ","NO ",NULL,"111000025"
101851,1851,"SAV",61126.00,"NO ","YES","NO ","6520224090045455","051000017"
101852,1852,"SAV",6439.00,"NO ","YES","NO ","4024007121595481","011200365"
101853,1853,"SAV",-429.00,"NO ","YES","NO ","5169799091854334","071103619"
101854,1854,"SAV",10626.00,"YES","NO ","NO ","30411111111111","061000052"
101855,1855,"SAV",2446.95,"YES","NO ","NO ","4146 6643 9004 5458","124000737 "
201855,1855,"CHK",2002.05,"YES","NO ","NO ","30210111161229","031202084"
101856,1856,"SAV",924.00,"NO ","YES","NO ","30210111161229","011200608"
101857,1857,"SAV",-917.00,"YES","NO ","YES","4024007121595481","041001039"
101858,1858,"SAV",24383.00,"NO ","NO ","NO ","30510011111111","021300077"
101859,1859,"SAV",1848.00,"YES","YES","NO ",NULL,"063100277"
101860,1860,"SAV",6124.25,"YES","YES","NO ","30310111161029","063100277"
201860,1860,"CHK",5010.75,"YES","YES","NO ","340000000000009","011000138"
101861,1861,"SAV",12724.00,"NO ","NO ","NO ","6220264390045758","323070380"
101862,1862,"SAV",4809.00,"YES","NO ","NO ","30411111111111","021200339"
101863,1863,"SAV",9550.00,"NO ","YES","NO ","5285696282092972","071214579"
101864,1864,"SAV",35713.00,"YES","NO ","NO ","5520111111111121","125000574"
101865,1865,"SAV",6062.10,"NO ","YES","NO ","4146 6643 9004 5458","101100045"
201865,1865,"CHK",4959.90,"NO ","YES","NO ","30310111161029","053000196"
101866,1866,"SAV",16068.00,"YES","YES","NO ","5383908528354962","031202084"
101953,1953,"CHK",1551.00,"NO ","YES","YES","30210111161229","071214579"
101954,1954,"CHK",1900.00,"YES","YES","NO ","180030951856201","071000505"
101955,1955,"CHK",4586.45,"YES","NO ","NO ",NULL,"053904483"
201955,1955,"SAV",3752.55,"YES","NO ","NO ","6220264390045758","124000737 "
101956,1956,"LN ",7206.00,"YES","YES","NO ","5580977968891503","125000574"
101957,1957,"SAV",8983.00,"YES","NO ","NO ","5580977968891503","052001633"
101958,1958,"SAV",6361.00,"YES","NO ","NO ","3530 1113 3330 0000","063000047"
101959,1959,"SAV",-3016.00,"NO ","YES","NO ","378282246310005","071214579"
101960,1960,"SAV",1813.90,"YES","NO ","NO ","4024-0071-2159-5481","081904808"
201960,1960,"CHK",1484.10,"YES","NO ","NO ","340000000000009","011200365"
101961,1961,"SAV",35253.00,"NO ","NO ","NO ","340000000000009","073000176"
101962,1962,"SAV",1308.00,"NO ","YES","YES",NULL,"081904808"
101963,1963,"SAV",307.00,"NO ","YES","YES","6011567891012132","122101706"
101964,1964,"SAV",2157.00,"NO ","YES","YES","30111111161229","071103619"
101965,1965,"SAV",-4278.45,"NO ","YES","NO ","5423111111111111","053904483"
201965,1965,"CHK",-3500.55,"NO ","YES","NO ","3528-3095-1856-2063","124101555"
101966,1966,"SAV",29639.00,"YES","YES","NO ","36111111111111","053000196"
101967,1967,"SAV",32812.00,"YES","YES","NO ","4146 6643 9004 5458","124101555"
101968,1968,"SAV",36096.00,"YES","NO ","NO ","6011567891012132","052001633"
101969,1969,"SAV",12174.00,"YES","NO ","NO ","36111111111111","123103716"
101970,1970,"SAV",8713.65,"NO ","YES","NO ","5383908528354962","011500010"
201970,1970,"CHK",7129.35,"NO ","YES","NO ","5285696282092972","021200339"
101971,1971,"CHK",23201.00,"NO ","YES","NO ","3528-3095-1856-2063","125000574"
101972,1972,"LN ",4003.00,"YES","YES","NO ","30310111161029","107000327"
101973,1973,"CHK",27527.00,"YES","YES","NO ",NULL,"026009593"
101974,1974,"CHK",25343.00,"NO ","YES","YES","5520111111111121","121000358"
101975,1975,"CHK",6772.70,"YES","NO ","NO ",NULL,"052001633"
201975,1975,"SAV",5541.30,"YES","NO ","NO ","4024007121595481","071000505"
101976,1976,"LN ",4321.00,"NO ","YES","YES","340000000000009","081000032"
101977,1977,"CHK",29934.00,"YES","YES","NO ","6520224090045455","125000574"
101978,1978,"SAV",4423.00,"YES","YES","NO ","38111111111119","123103716"
101979,1979,"SAV",7652.00,"YES","YES","YES","6520224090045455","124000737 "
101980,1980,"SAV",5213.45,"YES","YES","NO ","3528309518562063","125200879"
201980,1980,"CHK",4265.55,"YES","YES","NO ","5383908528354962","101100045"
101981,1981,"SAV",25683.00,"YES","NO ","NO ","5383908528354962","211672531"
101982,1982,"SAV",121375.00,"YES","YES","NO ","30111111161229","073000176"
101983,1983,"SAV",37406.00,"NO ","YES","NO ","213130951856200","031202084"
101984,1984,"SAV",5333.00,"NO ","YES","NO ","6520224090045455","125200879"
101985,1985,"SAV",63287.95,"YES","NO ","NO ","30011111111119","011500010"
201985,1985,"CHK",51781.05,"YES","NO ","NO ","4024-0071-2159-5481","123002011"
101986,1986,"CHK",9597.00,"YES","YES","YES","4024 0071 2159 5481","101000035"
101987,1987,"CHK",72060.00,"YES","NO ","NO ","30310111161029","051000017"
101988,1988,"LN ",-1053.00,"YES","NO ","NO ","5580977968891503","071103619"
101989,1989,"CHK",1458.00,"YES","YES","YES","38111111111119","323070380"
101990,1990,"CHK",-3505.15,"NO ","YES","YES","5169 7990 9185 4334","041001039"
201990,1990,"SAV",-2867.85,"NO ","YES","YES","4024007121595481","031202084"
101991,1991,"CHK",41779.00,"NO ","YES","NO ","6011567891012132","011500010"
101992,1992,"LN ",66336.00,"YES","NO ","NO ","4146 6643 9004 5458","071214579"
101993,1993,"CHK",9096.00,"NO ","YES","NO ","180030951856201","071214579"
101994,1994,"SAV",26809.00,"YES","YES","NO ","30510011111111","053904483"
101995,1995,"SAV",54927.40,"YES","NO ","NO ","30011111111119","011000138"
201995,1995,"CHK",44940.60,"YES","NO ","NO ","5580977968891503","211672531"
101996,1996,"SAV",58020.00,"NO ","YES","NO ","36111111111111","122400724"
101997,1997,"SAV",16779.00,"NO ","YES","NO ","4024007121595481","122101706"
101998,1998,"SAV",1640.00,"YES","YES","YES","36111111111111","051000017"
101999,1999,"SAV",20798.00,"YES","YES","NO ","5423111111111111","052001633"
102000,2000,"SAV",18840.25,"NO ","NO ","NO ","4146 6643 9004 5458","081000032"
202000,2000,"CHK",15414.75,"NO ","NO ","NO ","5169799091854334","307070267"
102001,2001,"SAV",2324.00,"NO ","YES","NO ","3400 000000 00009","071103619"
102002,2002,"SAV",51221.00,"YES","YES","NO ","3530 1113 3330 0000","124000737 "
102003,2003,"SAV",7034.00,"NO ","YES","NO ","30510011111111","125000024"
102004,2004,"LN ",12120.00,"NO ","YES","NO ",NULL,"026009593"
102005,2005,"CHK",3582.70,"YES","YES","NO ","38111111111119","011400495"
202005,2005,"SAV",2931.30,"YES","YES","NO ","30510011111111","063100277"
102006,2006,"CHK",-4280.00,"YES","NO ","NO ","5169 7990 9185 4334","041001039"
102007,2007,"CHK",600.00,"YES","YES","YES","213130951856200","081904808"
102008,2008,"LN ",8137.00,"YES","YES","NO ","180030951856201","123103716"
102009,2009,"CHK",5858.00,"NO ","NO ","NO ","5462522444922689","011500010"
102010,2010,"CHK",9411.05,"YES","NO ","YES",NULL,"053000196"
202010,2010,"SAV",7699.95,"YES","NO ","YES","30411111111111","125000574"
102011,2011,"CHK",12677.00,"NO ","YES","NO ","4146-6643-9004-5458","063000047"
102012,2012,"LN ",13050.00,"YES","YES","NO ","4146664390045458","081904808"
102013,2013,"SAV",282.00,"YES","NO ","NO ","30310111161029","031202084"
102014,2014,"SAV",4984.00,"YES","NO ","NO ","4146664390045458","082000073"
102015,2015,"SAV",2360.60,"YES","YES","NO ","378282246310005","061000052"
101931,1931,"SAV",9134.00,"YES","YES","YES",NULL,"122101706"
101932,1932,"SAV",11715.00,"NO ","NO ","NO ","30310111161029","082000073"
101933,1933,"SAV",5631.00,"YES","YES","NO ","30111111161229","052001633"
