101817,1817,12483.00,"NO ","YES","NO ",NULL,"073000176"
101818,1818,21847.04,"YES","YES","NO ",NULL,"064000020"
101819,1819,922.00,"NO ","YES","YES",NULL,"054001204"
101820,1820,251.52,"NO ","YES","YES","30210111161229","053000196"
101821,1821,14740.00,"YES","NO ","NO ",NULL,"051000017"
101822,1822,11671.04,"YES","YES","NO ",NULL,"081000032"
101823,1823,62867.00,"NO ","YES","NO ",NULL,"123103716"
101824,1824,35567.64,"NO ","YES","NO ","5423111111111111","125000024"
101826,1826,8871.48,"YES","NO ","NO ","5169 7990 9185 4334","081000032"
101828,1828,5284.08,"YES","YES","NO ","4146 6643 9004 5458","011000138"
101830,1830,9924.84,"YES","YES","YES",NULL,"051000017"
101832,1832,15362.27,"YES","NO ","NO ","213130951856200","107000327"
101834,1834,-284.40,"NO ","YES","NO ","30510011111111","101000035"
101680,1680,521.28,"YES","YES","NO ","4146 6643 9004 5458","031202084"
101682,1682,11810.88,"YES","YES","NO ","3400 000000 00009","124101555"
101684,1684,1410.12,"YES","YES","NO ",NULL,"124101555"
101685,1685,26075.00,"YES","YES","YES","5462522444922689","031202084"
101686,1686,1940.48,"YES","NO ","NO ","6220264390045758","052001633"
101687,1687,44861.00,"YES","NO ","NO ","30411111111111","051000017"
101688,1688,10342.40,"YES","NO ","NO ",NULL,"064000020"
101689,1689,3849.00,"NO ","YES","NO ","5169799091854334","052001633"
101690,1690,1749.76,"NO ","YES","YES","180030951856201","051000017"
101691,1691,115.00,"YES","NO ","NO ","6011567891012132","031202084"
101692,1692,7079.04,"YES","NO ","NO ","5169-7990-9185-4334","101000035"
101694,1694,6491.51,"NO ","YES","NO ",NULL,"082000073"
101696,1696,32014.08,"YES","NO ","NO ","3528309518562063","101000035"
101697,1697,2744.00,"NO ","YES","YES",NULL,"051000017"
101698,1698,-527.36,"NO ","YES","YES",NULL,"081000032"
101699,1699,876.00,"NO ","YES","YES","4146 6643 9004 5458","125000574"
101700,1700,8148.48,"YES","NO ","NO ",NULL,"031202084"
101701,1701,12739.00,"NO ","YES","YES",NULL,"323070380"
101702,1702,4350.72,"YES","NO ","NO ","3400 000000 00009","103000017"
101704,1704,614.52,"YES","YES","NO ","5423111111111111","103000017"
101706,1706,83455.92,"YES","NO ","NO ","6220264390045758","081000032"
101708,1708,572.76,"NO ","YES","YES",NULL,"125000574"
101710,1710,47.16,"YES","NO ","YES","30111111161229","063000047"
101712,1712,1164.60,"NO ","NO ","NO ",NULL,"021000322"
101714,1714,1449.00,"NO ","YES","NO ","5520111111111121","081000032"
101716,1716,19265.76,"NO ","YES","NO ","5423111111111111","053000196"
101718,1718,-283.32,"YES","YES","NO ","5383908528354962","101100045"
101870,1870,3816.72,"NO ","YES","YES","36111111111111","122400724"
101871,1871,3820.00,"YES","NO ","NO ","5169799091854334","082000073"
101872,1872,-1488.00,"NO ","YES","YES",NULL,"323070380"
101873,1873,7994.00,"NO ","YES","NO ","5383908528354962","051000017"
101874,1874,3385.60,"NO ","YES","NO ","4024007121595481","113000023"
101876,1876,1392.84,"NO ","YES","NO ","3530 1113 3330 0000","101100045"
101878,1878,1611.00,"NO ","YES","YES","5169 7990 9185 4334","307070267"
101880,1880,1972.43,"NO ","NO ","NO ","5520111111111121","082000073"
101882,1882,804.24,"YES","YES","NO ","30411111111111","122101706"
101884,1884,1131.84,"NO ","YES","NO ","3400-000000-00009","123103716"
101886,1886,7521.12,"YES","YES","NO ","378282246310005","061000052"
101888,1888,8.28,"YES","NO ","NO ",NULL,"103000017"
101890,1890,4137.12,"NO ","YES","NO ","3530 1113 3330 0000","082000073"
101892,1892,9112.96,"NO ","YES","NO ","4146-6643-9004-5458","011200608"
101893,1893,30493.00,"NO ","YES","YES","180030951856201","081904808"
101894,1894,44428.16,"YES","NO ","YES",NULL,"101000035"
101895,1895,2239.00,"NO ","YES","NO ","4146 6643 9004 5458","051000017"
101896,1896,23990.40,"NO ","YES","NO ","36111111111111","123103716"
101897,1897,52592.00,"YES","NO ","NO ",NULL,"122400724"
101898,1898,558.72,"NO ","YES","NO ",NULL,"081904808"
101900,1900,1964.15,"NO ","YES","NO ","5383908528354962","021300077"
101902,1902,1562.76,"YES","NO ","NO ","30210111161229","051000017"
101904,1904,-156.60,"NO ","YES","NO ",NULL,"011900571"
101906,1906,1896.32,"YES","YES","YES","30510011111111","011000138"
101907,1907,278.00,"YES","NO ","NO ","30510011111111","082000073"
101908,1908,7575.68,"YES","NO ","NO ",NULL,"123103716"
101909,1909,20046.00,"YES","NO ","YES","5520111111111121","071214579"
101910,1910,1811.52,"NO ","YES","NO ","5169799091854334","021200339"
101912,1912,1785.60,"NO ","YES","YES",NULL,"101100045"
101914,1914,20044.44,"YES","NO ","NO ",NULL,"053000196"
101916,1916,746.64,"NO ","YES","YES","6520224090045455","026009593"
101918,1918,2890.79,"YES","NO ","NO ","5285696282092972","011900571"
101920,1920,-112.32,"NO ","YES","NO ",NULL,"101000035"
101922,1922,4774.67,"YES","YES","YES",NULL,"125000574"
101924,1924,3689.60,"NO ","YES","NO ",NULL,"064000020"
101925,1925,7137.00,"YES","NO ","NO ","30210111161229","063000047"
101926,1926,1721.60,"YES","YES","NO ","5285696282092972","053904483"
101927,1927,10597.00,"NO ","YES","NO ",NULL,"031202084"
101928,1928,9511.04,"YES","YES","NO ","180030951856201","031202084"
101929,1929,3659.00,"NO ","YES","YES","5462522444922689","125200879"
101930,1930,-650.88,"YES","NO ","NO ",NULL,"021000322"
101931,1931,8251.00,"NO ","YES","YES","5169-7990-9185-4334","124101555"
101932,1932,8946.56,"YES","NO ","NO ","4024007121595481","031202084"
101933,1933,9151.00,"YES","YES","NO ","180030951856201","064000020"
101934,1934,20496.00,"YES","YES","NO ","5383908528354962","021000322"
101935,1935,14525.00,"NO ","YES","NO ",NULL,"122400724"
101936,1936,3636.48,"YES","NO ","NO ",NULL,"051000017"
101937,1937,6097.00,"YES","NO ","NO ",NULL,"061000052"
101938,1938,8482.56,"NO ","YES","NO ","30310111161029","011900571"
101939,1939,2846.00,"YES","YES","YES","340000000000009","021300077"
101940,1940,5080.96,"YES","NO ","NO ","5169-7990-9185-4334","081000032"
101941,1941,1179.00,"NO ","YES","YES","4024007121595481","011200608"
101942,1942,1872.00,"NO ","YES","NO ",NULL,"125200879"
101943,1943,5205.00,"NO ","YES","YES","3528-3095-1856-2063","051000017"
101944,1944,837.12,"NO ","YES","NO ","30310111161029","011000138"
101945,1945,16932.00,"NO ","YES","NO ","5580977968891503","021000322"
101946,1946,4076.80,"YES","NO ","NO ",NULL,"071103619"
101947,1947,31225.00,"YES","NO ","YES",NULL,"021300077"
101948,1948,29588.48,"YES","YES","NO ","5520111111111121","051000017"
101949,1949,26452.00,"YES","YES","YES","30510011111111","063000047"
101950,1950,1717.12,"NO ","YES","YES",NULL,"081000032"
101952,1952,2772.72,"YES","NO ","NO ","5580977968891503","123103716"
101954,1954,913.92,"YES","NO ","YES","4146 6643 9004 5458","051000017"
101955,1955,5919.00,"NO ","YES","NO ","30111111161229","021200339"
101956,1956,13860.48,"YES","NO ","NO ","4146664390045458","101100045"
101958,1958,-306.00,"NO ","YES","NO ",NULL,"122400724"
101960,1960,2350.79,"NO ","YES","NO ","4146 6643 9004 5458","054001204"
101962,1962,1670.39,"NO ","YES","YES",NULL,"026009593"
101964,1964,50087.15,"YES","NO ","NO ","3528309518562063","031202084"
101965,1965,-1208.00,"NO ","YES","NO ",NULL,"307070267"
101966,1966,1338.24,"NO ","YES","YES","30510011111111","323070380"
101967,1967,2459.00,"YES","NO ","NO ","30111111161229","082000073"
101968,1968,489.24,"NO ","YES","NO ","3528-3095-1856-2063","054001204"
101970,1970,4968.36,"YES","NO ","NO ",NULL,"123103716"
101971,1971,12734.00,"YES","NO ","YES",NULL,"011200608"
101972,1972,7105.28,"NO ","YES","YES",NULL,"011500010"
101973,1973,344.00,"NO ","YES","YES",NULL,"063000047"
101974,1974,165.76,"YES","NO ","NO ","5285696282092972","041001039"
101975,1975,4157.00,"YES","NO ","NO ","5169 7990 9185 4334","053000196"
101976,1976,63429.12,"NO ","YES","NO ",NULL,"051000017"
101978,1978,3926.16,"YES","YES","NO ",NULL,"041001039"
101836,1836,912.60,"NO ","YES","YES","30111111161229","122400724"
101837,1837,3609.00,"NO ","YES","NO ","30210111161229","031202084"
101838,1838,18284.80,"YES","YES","NO ","3400-000000-00009","063000047"
101839,1839,-1780.00,"NO ","YES","NO ","4024007121595481","064000020"
101840,1840,2938.88,"YES","NO ","NO ","30011111111119","053000196"
101841,1841,66320.00,"NO ","YES","NO ","4146 6643 9004 5458","123103716"
101842,1842,3286.40,"NO ","YES","NO ","3400-000000-00009","011400495"
101844,1844,7397.28,"NO ","NO ","NO ","6520224090045455","122101706"
101846,1846,5808.24,"YES","YES","NO ",NULL,"031202084"
101847,1847,7642.00,"YES","YES","NO ","3400 000000 00009","123002011"
101848,1848,6405.76,"YES","NO ","NO ","3400 000000 00009","103000017"
101849,1849,3581.00,"YES","YES","YES","4146 6643 9004 5458","081000032"
101850,1850,17728.64,"YES","NO ","NO ","213130951856200","121000358"
101851,1851,33594.00,"YES","NO ","NO ","3530 1113 3330 0000","124000737 "
101852,1852,7.68,"NO ","YES","YES",NULL,"064000020"
101853,1853,461.00,"NO ","YES","NO ","4146 6643 9004 5458","021000322"
101854,1854,6670.72,"NO ","NO ","NO ",NULL,"011900571"
101855,1855,11027.00,"YES","YES","NO ",NULL,"113000023"
101856,1856,8761.60,"YES","YES","NO ","3400-000000-00009","323070380"
101857,1857,10140.00,"NO ","YES","YES","3528309518562063","031202084"
101858,1858,4355.20,"YES","YES","NO ","30111111161229","107000327"
101859,1859,31148.00,"YES","YES","NO ","5169799091854334","011900571"
101860,1860,1098.24,"NO ","YES","NO ","3400 000000 00009","064000020"
101862,1862,1927.80,"YES","YES","NO ",NULL,"073000176"
101864,1864,826.92,"YES","YES","YES","30310111161029","011400495"
101866,1866,3920.04,"YES","YES","NO ","4146664390045458","073000176"
101868,1868,13691.16,"NO ","YES","NO ","6011567891012132","071214579"
102015,2015,7047.00,"YES","NO ","YES","38111111111119","211672531"
102016,2016,6167.68,"NO ","YES","YES","5169799091854334","101000035"
102018,2018,859.68,"NO ","NO ","NO ","3528309518562063","122400724"
102020,2020,8019.71,"YES","NO ","NO ","3530 1113 3330 0000","011200365"
102022,2022,1338.48,"YES","YES","YES",NULL,"063100277"
102024,2024,4293.72,"YES","NO ","NO ","5520111111111121","111000025"
102025,2025,1586.00,"YES","NO ","NO ","6520224090045455","021000322"
102026,2026,3102.08,"YES","NO ","NO ","4146-6643-9004-5458","111000025"
102027,2027,18764.00,"NO ","YES","NO ","30510011111111","101100045"
102028,2028,528.64,"NO ","YES","NO ","5169 7990 9185 4334","122400724"
102029,2029,3954.00,"NO ","YES","YES","6520224090045455","101100045"
102030,2030,30641.28,"YES","YES","YES","5285696282092972","021000322"
102031,2031,14264.00,"YES","YES","NO ",NULL,"053000196"
102032,2032,27898.92,"YES","YES","NO ","4146 6643 9004 5458","052001633"
102034,2034,4988.88,"YES","NO ","NO ","5580977968891503","054001204"
102036,2036,9703.68,"YES","NO ","NO ",NULL,"052001633"
102037,2037,13821.00,"NO ","NO ","NO ","3528309518562063","122400724"
102038,2038,38917.12,"NO ","YES","NO ","30411111111111","063000047"
102039,2039,30218.00,"YES","YES","NO ","36111111111111","011000138"
102040,2040,2400.48,"YES","YES","NO ",NULL,"123103716"
102042,2042,9545.76,"YES","NO ","NO ","5169799091854334","051000017"
102043,2043,6555.00,"NO ","YES","NO ","213130951856200","307070267"
102044,2044,29836.80,"NO ","NO ","NO ",NULL,"051000017"
102045,2045,442.00,"NO ","YES","NO ","4024-0071-2159-5481","026009593"
102046,2046,15.36,"YES","NO ","NO ","5520111111111121","051000017"
102048,2048,995.04,"YES","NO ","NO ","3400 000000 00009","011500010"
102050,2050,15265.43,"YES","YES","NO ",NULL,"021200339"
102052,2052,2430.00,"YES","YES","YES","4024 0071 2159 5481","123103716"
102054,2054,16401.23,"YES","YES","NO ",NULL,"121000358"
102056,2056,138.24,"YES","NO ","YES",NULL,"021300077"
102058,2058,-1077.12,"NO ","YES","YES","5520111111111121","031202084"
102059,2059,84779.00,"YES","NO ","NO ","213130951856200","051000017"
102060,2060,172.80,"YES","NO ","YES","4024007121595481","053000196"
102061,2061,-368.00,"NO ","YES","YES",NULL,"211672531"
102062,2062,9742.72,"NO ","NO ","NO ","3530 1113 3330 0000","107000327"
102063,2063,2139.00,"YES","NO ","NO ",NULL,"021200339"
102064,2064,3946.24,"NO ","YES","YES","5169-7990-9185-4334","123002011"
102065,2065,7781.00,"NO ","YES","NO ","30210111161229","021200339"
102066,2066,2870.40,"YES","NO ","NO ","30310111161029","123103716"
102067,2067,1335.00,"NO ","YES","NO ",NULL,"011900571"
102068,2068,4848.64,"NO ","YES","NO ","5285696282092972","122400724"
102069,2069,824.00,"NO ","YES","NO ",NULL,"026009593"
102070,2070,28657.28,"NO ","YES","NO ",NULL,"021300077"
102072,2072,230.76,"NO ","YES","YES","5462522444922689","053904483"
102074,2074,840.24,"NO ","YES","YES","3400 000000 00009","101100045"
102075,2075,5114.00,"YES","YES","NO ","38111111111119","051000017"
102076,2076,4960.64,"YES","YES","NO ","30111111161229","211672531"
102077,2077,11578.00,"YES","NO ","NO ","5423111111111111","125200879"
102078,2078,3791.52,"NO ","NO ","YES","36111111111111","063000047"
102080,2080,9824.40,"YES","NO ","NO ",NULL,"323070380"
102082,2082,5011.20,"YES","NO ","NO ",NULL,"061000052"
102083,2083,4796.00,"YES","NO ","NO ","3530 1113 3330 0000","081000032"
102084,2084,1492.48,"YES","NO ","NO ",NULL,"082000073"
102085,2085,4051.00,"NO ","YES","NO ",NULL,"011900571"
102086,2086,13714.56,"YES","NO ","NO ","5285696282092972","051000017"
102087,2087,29179.00,"YES","NO ","NO ","5383908528354962","071214579"
102088,2088,2282.24,"YES","YES","NO ","36111111111111","101100045"
102090,2090,1017.71,"NO ","YES","YES",NULL,"054001204"
102092,2092,1537.20,"YES","NO ","YES","4146664390045458","054001204"
102094,2094,1636.56,"YES","YES","NO ",NULL,"051000017"
102096,2096,67884.16,"YES","YES","NO ","5383908528354962","123002011"
102097,2097,7631.00,"YES","NO ","NO ","4146-6643-9004-5458","211672531"
102098,2098,92516.48,"YES","YES","NO ",NULL,"054001204"
102099,2099,14604.00,"YES","NO ","NO ","213130951856200","107000327"
102100,2100,20997.71,"YES","YES","NO ","5169-7990-9185-4334","011900571"
102102,2102,11615.03,"NO ","YES","NO ","4024007121595481","011400495"
102104,2104,891.36,"NO ","YES","YES",NULL,"011400495"
102106,2106,182.16,"YES","YES","YES","30011111111119","071214579"
102108,2108,3318.48,"NO ","YES","NO ",NULL,"063000047"
102110,2110,2581.92,"YES","YES","YES","5462522444922689","123002011"
102112,2112,6972.84,"YES","NO ","NO ","3528-3095-1856-2063","052001633"
102114,2114,2279.52,"YES","YES","YES","3400-000000-00009","101000035"
102116,2116,-66.56,"YES","YES","NO ","5580977968891503","011900571"
102117,2117,16595.00,"YES","YES","YES","36111111111111","021000322"
102118,2118,38800.64,"NO ","YES","NO ","5169 7990 9185 4334","021300077"
102120,2120,624.24,"YES","YES","YES","30510011111111","011000138"
102122,2122,12345.48,"YES","YES","NO ","6220264390045758","021300077"
102124,2124,7594.55,"YES","NO ","NO ",NULL,"021200339"
102126,2126,1223.04,"YES","NO ","NO ","5169 7990 9185 4334","063100277"
102127,2127,8683.00,"YES","YES","NO ","30111111161229","063000047"
102128,2128,4032.00,"NO ","YES","YES","36111111111111","011200365"
101980,1980,2899.79,"YES","YES","YES","3530 1113 3330 0000","122400724"
101982,1982,1778.76,"NO ","YES","NO ","4024 0071 2159 5481","081000032"
101983,1983,7089.00,"NO ","YES","YES",NULL,"122101706"
101984,1984,7588.48,"NO ","YES","NO ","5423111111111111","122101706"
101985,1985,44047.00,"YES","NO ","NO ","30210111161229","011200608"
101986,1986,828.16,"NO ","YES","YES","4146 6643 9004 5458","052001633"
101987,1987,16809.00,"YES","NO ","NO ","5169799091854334","064000020"
101988,1988,114.56,"NO ","YES","YES",NULL,"011200608"
101989,1989,36415.00,"NO ","YES","YES","5285696282092972","081904808"
101990,1990,-4744.96,"YES","NO ","NO ","5383908528354962","081904808"
101991,1991,4649.00,"NO ","YES","NO ","4146-6643-9004-5458","054001204"
101992,1992,1908.72,"NO ","YES","NO ",NULL,"101000035"
101994,1994,1758.24,"NO ","NO ","NO ",NULL,"011200365"
101996,1996,-12.24,"NO ","YES","YES","5169799091854334","051000017"
101998,1998,27065.60,"YES","NO ","NO ",NULL,"111000025"
101999,1999,4562.00,"YES","NO ","NO ",NULL,"124101555"
102000,2000,17943.04,"YES","YES","NO ","4024 0071 2159 5481","113000023"
102002,2002,2825.27,"YES","YES","NO ","6011567891012132","031202084"
102004,2004,4082.39,"YES","YES","YES","5169-7990-9185-4334","011000138"
102006,2006,1367.28,"NO ","NO ","NO ","4024-0071-2159-5481","061000052"
102008,2008,1128.60,"NO ","YES","YES","4146664390045458","011900571"
102009,2009,49364.00,"YES","NO ","NO ","6220264390045758","011500010"
102010,2010,9201.92,"YES","NO ","NO ","38111111111119","053000196"
102011,2011,19842.00,"YES","NO ","NO ","6220264390045758","081904808"
102012,2012,995.20,"YES","YES","YES","30111111161229","051000017"
102013,2013,11154.00,"YES","NO ","NO ","5580977968891503","123103716"
102014,2014,7138.56,"YES","YES","NO ",NULL,"125000574"
102160,2160,1097.28,"NO ","YES","YES",NULL,"307070267"
102161,2161,3174.00,"NO ","YES","NO ","6520224090045455","051000017"
102162,2162,3822.72,"NO ","YES","NO ","5462522444922689","011000138"
102163,2163,89067.00,"NO ","YES","NO ","38111111111119","051000017"
